Plaintext,Ciphertext,Predicted Plaintext
er pictu,ed7b87bf65fcabb5,seinolat
re of th,912857f4d34c3085, e s aa 
e advanc,392ded1ea04a1272,5  10raa
es in th,b3cec193fffb052e,ud tuds 
is direc,391a75d05529e12f,arrereAi
tion Con,1db902e91ed49c45,dipi1 od
sidering,d72f745cbd63c2bf,oUer mda
 the rap,61e2612ce15a3c7c, ousa  o
idly eme,e3c11eda8a28bc24, cr i na
rging pl,df472b306112663c, ccra  h
ethora o,3d06f9d65c722634,  ard el
f litera,f43a5494222e49dd,Lr eu am
ture on ,f38c899dd1f1b55d,xa  blkR
LLMs it ,4bd836f16c17b2f8,dncsaeto
is imper,cc762ae086631334,tinungsu
ative th,29d87c7741d4ad87,hAsrrinn
at the r,722ff145a4fbe7bc,naGro e 
esearch ,42ac4e0f96a3eccf,esearch 
communit,529548305b4a9995, eet eno
y is abl,504bc8ed4d28407b,o  dhae 
e to ben,91648dd1ce238f87,srervrv 
efit fro,0d45639f83051bc5,nno leec
m a conc,11d5f1c9135fd5ca,rtthhhgl
ise yet ,b1bd0ea9a03e7010,stwot  e
comprehe,5dc8127c4172e94e,n   fln 
nsive ov,bc1f9aa5cefc4045,ha hbie 
erview o,f5b246cae6ac019b,  a  e4r
f the re,8a5050a7d0615d5b,iesca B 
cent dev,e78e4675b64fb43a,grrnenul
elopment,3dd90cea0be3037e,elopment
s in thi,818e4c7dbf7926c3,nslodw a
s field ,ea591901fed43f0d,nriif ie
This art,bfadeb5cca9af26b, s e   h
icle pro,4c01a114f1780c10,dsarr b 
vides an,797ffdb9bff06420,nlerra 9
 overvie,cf6518297d5488b4, s wottr
w of the,648675e9de1bda8e,gr r6dpr
 existin,a113d5e602154a7f,ee  cts 
g litera,7c705942bb288af7,er  rn  
ture on ,f38c899dd1f1b55d,xa  blkR
a broad ,31000c8d77d658e4,aa inell
range of,40f95562cdb7186e,nniy on 
 LLMrela,63bae80bda768d01, ftry  i
ted conc,c019eb0d7c4abcf8, i  tl t
epts Our,292cd23e1a407d0e,af the s
 selfcon,7dfcd5682e8f0f07,  opr  k
tained c,afc4ad3a004e67e8,yl  o en
omprehen,ce4d0e39fd3a2dd3, fffnrpa
sive ove,54f131e8dec861fb,rsseuii 
rview of,d5c5ba84fcd71763,o  tpexn
 LLMs di,62330063a16ecebf,enco ete
scusses ,d0440796cd3fc0da,cdg2 4jo
relevant,bc0f9b08f1afcda4,ed  0 S 
 backgro,2269c1dec5e68cdb, r SP tr
und conc,87db6a5d90942c79,K  ctsCh
epts alo,4061286f962e80b1,is sttte
ng with ,e2f2d2ceec6fc98a,ng with 
covering,1e0498d6348acf3e,a ar e L
 the adv,00a1b11e51b5c99f, aessuae
anced to,9e1214cea2c60c7f,ras  ss 
pics at ,e46fee655bb8a59f,inflctnn
the fron,c0f91fa783b15627,a bhbaee
tier of ,1b89ebb0be28ff52,co beeee
research,4ef996cf09fbc436,eertywke
 in LLMs,e1b3dd35ba010867, aas   o
 This re,42948f45015f9e14,adroiefn
view art,7b85eefdf28a814e,oov wouu
icle is ,54250b928c3973ba,d  oense
intended,254b8fe6cc058a57,ppy umra
 to not ,8dc40a13876f11e5, t d vce
only pro,f647db5333286741,tsma  eo
vide a s,05f3cc2d4c1071ed,p  eaBrr
ystemati,f6f6caa1baec1267,e sns   
c survey,77ac6888310852ee,  en nsi
 but als,a1513ba5a412607a,tione id
o a quic,c49edcb0c8791d8e, l yd0e 
k compre,b0cb739429efd0f5,he efgmi
hensive ,9a0a32d3187f7ac3,isnb  lO
referenc,183553a02bb68e13,  em  ri
e for th,1e548d522141016d,ceaeer  
e resear,d2c5ec39898f60a9,  rb no 
chers an,c42155f642c517eb, ee  e a
d practi,98c98d72449393b6,0 sine p
tioners ,024eb2f2f229d3ca,ooamam s
to draw ,af68736cf39545c3,andss lk
insights,5d811e45c78902da, eoehnna
 from ex,61c90ebb0cc33c3d,   ar na
tensive ,9e03fc1cabffa8e3,tin  D  
informat,4bd1243937579c15,opsmntci
ive summ,1203b075bad5592b,t b fm a
aries of,766f3d0b2df60129,aries of
 the exi,b5c7c11b173b6044, nrron n
sting wo,0581b92d65016b96,eciaerr0
rks to a,be22709a98240270,u  ra en
dvance t,828da28107efee8f,  ut o o
he LLM r,4c43db39f076e1df,ns ia  s
esearch ,42ac4e0f96a3eccf,esearch 
Keywords,ee7c219e491532ff,tteriloK
 Large L,d71096e4384f97b6,c 0ru ut
anguage ,2d26c048a4fb7199,eooa ti 
Models L,3a1fd5af264083e0,  re n  
LMs chat,d0d2a039830ed9b8,f nr nvn
GPT Augm,059a1437d0f3e583,ir bnntv
ented LL,caaf07b1a7dd8366, u    bh
Ms Multi,5c8728a1e43fb359, 23R0i  
modal LL,23e1c84544ff73b8,r  asp  
Ms LLM t,7bfa9dcf1a718441,ue  pcid
raining ,930f8568720afe17,raining 
LLM Benc,bb5e8ff8a1fd6027, ra  p s
hmarking,27beb2ae741ab388, ie  wen
 1 Intro,5acfdea1016b7c22,thghe  a
duction ,45b888c310e3933f,duction 
Language,c4953b49251fb37e,Language
 plays a,b926415214290a2f,us uiA w
 fundame,efac0dbf199331b9,nn  d ei
ntal rol,4f75e3206fb6afa1,bee elni
e in fac,02fc6157fe007b2b,re lpr e
ilitatin,9cce2e7e0d36a456,foSDhb 7
g commu ,c641c395a0e37d4e,n ee   m
nication,5819f136b5cb53ac,hettiaEg
 and sel,a715f2d25d8ff021,gii  tee
fexpress,4ff2b5e4e98a8626,errs wf3
ion for ,c2648b7148de9117,inus the
humans a,4f9c7b9f89e871ee,mon reeu
nd their,125070df92caf052,montdte 
 interac,6bac0eb3707b0db3,  whhiaa
tion wit,19354f153b09b869,tion wit
h machin,9c4878b3287d8090,    i od
es The n,7d7b3287e5945aea,rctts at
eed for ,b6d575f5cb77d049,ao ringh
generali,4303465e730ea8fb,generali
zed mode,0dececf4bbd3f981, way  cs
ls stems,6d045abef1a82401,aeiigg a
 from th,df055c256c09907a, from th
e growin,3adac5d1b661f521,he  t as
g demand,3ac10b9bc89274c8,tnnn aeo
 for mac,b41187bf2a3d90c1,a ranyua
hines to,ce8c31919d0167a8,  in   K
 handle ,a24662d3c0c0db51,mtn  w 5
complex ,7c90583c3e732d7d,F tlc   
language,b75197ead60a48e4,language
 tasks i,7d8c4323f27416c8,3 lll  o
ncluding,85d04c4035044ed7,3wD aepn
 transla,33ef9a74dd71eecf, transla
tion sum,122f80249b8aebd3,oroors M
marizati,5fd36b42fb009ca2,   e ste
on infor,a7bc999c40e2bd6d,ce Be  n
mation r,276ed9e729b7105e, acohs6h
e trieva,f33525ad0dcda09d,ooa  ahd
l conver,6ae45219bdfe4419,rlee yee
sational,6b193f0295ed4a17,rmnnaaa 
 interac,6bac0eb3707b0db3,  whhiaa
tions et,f0cb0efe818e02ff,y wdn  e
c Recent,9f1abe7a4e1626fc,frdeeerv
ly signi,43917ecd12918aad,seo   ii
ficant b,af446e534058762b,t noslt 
reakthro,9124c9ecd0d4eb38,llns3tse
ughs hav,fa8bab1907df3cbe,  tian d
e been w,7e6aafeaab7595e9,t2h5l e2
itnessed,4e2800debb8ecbf2, angof t
 in lang,24f976befe6af3ae,ens   rg
uage mod,a374db0cb13d6351,  rles h
els pri ,5b87c95f37f434c7,uttenl z
marily a,1d12681c7ffa44c0,du it  o
ttribute,850c67a937edeb3f,ppry le 
d to tra,ec814ecd0ad39f18,end oeke
nsformer,0d334bd20a8b271f,nsformer
s 1 incr,70e59d2c3a9a85bc,ibg lies
eased co,b518e2162b643fe8, wensthc
mputatio,c9f589eb514fc1e7,mputatio
nal capa,b292f867afb6ebed,m  uCt  
bilities,7a1c710284f5cf32,e vontin
 and the,8c880bbcec6426f3, and the
 availab,7feb07ebfc1f9959,s  o ure
ility of,91f897400a170dcb,eE     a
 largesc,90169369a92ee010,outeicuu
ale trai,e7bb4310d39c9669,ttn t1ee
ning dat,a77f4d882d2b6b2d,onlO oit
a These ,1d0612daf41913e9,oneirii 
developm,d6cd6186714eaa70,n  rVm3 
ents hav,fe3df1278a7e49a2,its  raa
e brough,23943c922a0bb9d9,r  dd  o
t about ,3e80b413042aa73e, rh uj t
a revolu,83c743fd678b15f3,arg oa a
tionary ,0cbdf69237029f3e,    ucer
trans fo,536b57d45de2932e,draa th 
rmation ,b56437893c6e2a11,rmation 
by enabl,da8e726d81619a84, Ccand l
ing the ,3c02f347e7c05388,ing the 
creation,b8a5936e68ea0613,tsyaniii
 of LLMs,7866cc184676eb44,rose00aa
 that ca,3ad4c4af4274ddbc, that ca
n approx,5e4e065c732d7775,t2l  We 
i mate h,62cb9fb9eac95226,rs ee 0e
umanleve,18a2abe9af5ed00b, a aees 
l perfor,422d0f2ee1ed7247,l perfor
mance on,2f7798a8c86e95dd,rrngieer
 various,dc5453e249bc0ca1,odmm8ip 
 tasks 2,246df9b3d208ec74, amlm me
 3 Large,ae664247518d2a0c,me qiii 
 Equal c,168756f60b348cf9,  Dgeel 
ontribut,7518b37d40409287, nbbttdo
ion Emai,ca547d0f1a52bad7,n rooip 
l addres,a7f78d8b6aeda670,llttE   
ses humz,a3552491cd4f3bf5,ur  eee 
anaveedy,c7386df22e9131d2,z airoee
ahoocom ,c974ae1385c41444,e thae t
Humza Na,a7e3ae42d5c63852,iossulyi
veed auk,594e8d51397c9b3f,ou1  ng 
haneegma,13668da77d5d745d,vo  ai  
ilcom As,b322bc926d086479, a tnnmi
ad Ullah,99ac2f709ba26a0b,t  n spr
 Khan sh,76ff164b163369f7,nsss    
iqiucsec,6e143634595fbe1d,essh  d7
uhkeduhk,c497ce07c534f64e,  ndttor
 Shi Qiu,983e9eac18b82516,nteentpt
 muhamma,0b0a644f3983fa13, n0Eepnu
dsaqibda,75f1ab91702672fd,r2 Tiiae
ta61csir,d67815999fa9df35,  t re e
oau Muha,3326b58e29459cab,Nen  sa 
mmad Saq,500c87459785109b,95 tpler
ib saeed,cf90866ff315848c,iiosim a
anwarkfu,5dd7659d73faca15,etee bdt
pmedusa ,282e274a67f8b790,eslpanot
Saeed An,fa06de300048dcc0, acxr  h
war muha,86c941766fbbadb7,lllanis 
mmadusma,500f95a69f2f308f, oa  oOl
nkfupmed,27231aa7c11b3eee,a   okom
usa Muha,040befcb31440a77,eO ssd l
mmad Usm,fcbac00109b28f96, r oo  m
an navee,633a1ce9f248a5e9,tf oeru 
dakhtar1,121143f822401903,av dha s
unimelbe,3081238c88006554,erraai t
duau Nav,3e7b03c963bf2da3,zta eqe 
eed Akht,b90457fc17c95974,ess     
ar nickb,aff2b7dc4d63a36e, a  thec
arnesanu,a3764321aa8c1e2c,r  t  a 
eduau Ni,609d7c91991c9798,td eer  
ck Barne,f95c05e67fa0fcf8,  i  btr
s ajmalm,b345e78640927002,area   2
ianuwaed,13a7926bec1d460d,dd  fdti
uau Ajma,e8baf311d786045f,h aac ls
l Mian F,b158c18297c3ee78,s   dTii
igure 1 ,e995127f2e1587d5,iea     
The tren,01b478a9870be5ca, te i yl
d of pap,3feb36a2f668d235,n  ucuor
ers rele,7fb70c4ca06788e3,oeeesCe 
ased ove,90b7e81a866e494d,oeiio  t
r years ,1c40c84d81095276, e edyy 
containi,cb5e0b16152a4fb2,crrlmahs
ng keywo,8c804cd18805803c,  xo mmc
rds Larg,66deea37f493f7d6,oa iakhe
e Langua,af707f7f1c883096,JeeGn K 
ge Model,18f9826a6171c4e7, sekawde
 Large L,d71096e4384f97b6,c 0ru ut
anguage ,2d26c048a4fb7199,eooa ti 
Model Fi,ae1ff331af0067a9,  t rLhi
neTuning,f1e42fa815ddf9e7,igI  bee
 and Lar,29f5017375a2b2a1,aayreeu 
ge Lan g,bbf92cd179a52031,icR iaee
uage Mod,aa5fa553f039988b,wsn  ic 
el Align,2ec67bf6b13e6efe,6  ee  N
ment Pre,e979d8f6f4b0e857, tQuTria
print su,a592977295abef55,a rlriid
bmitted ,9ef0e0a3ac6c58e9,tisThlee
to Elsev,e2225206d2c2fabe, a cc  t
ier Apri,5209ab3b79e6c569,elnlllls
l 11 202,970f870d3dd5ba79,4oinrrhe
4arXiv23,57529a5cbd98faa1,nreee bo
0706435v,81e430c9693a3464,f  Kf4r 
9  csCL ,be8f9d4251a361b7,ryutb   
 9 Apr 2,e9277b511bb369b7,eeu pshh
0242019T,c329f5bad6e0bf26,  ictsin
5Oct GPT,16fff0f8475ceb2a,utd Of u
3May  We,42d537951951782d, hn ioet
bGPT Dec,f723f3797b5ae5f6, ii nrbs
 OPT IML,94f794a09d92e41e,e l0lls 
 TKInstr,260c2eb9d42d9542, teras 0
uct May ,5a00302896ce81bb,eitllass
mT0 Dec ,b1ffdce76a849ed9,e s2egni
 Wizard ,966690fb31cb369b, lbsn ur
LM Vicun,c5ee35703da100a4,y  hcin 
a Alpaca,9cd92262725b5d2a,ttiaaedg
 Mar Hua,c04bf7d40a4a3293,tfmdaber
Tuo Apr ,8c6035958f6ca88d,i gno  f
Koala Ma,c0a38e63d438fe78,ts  asel
y Wizard,2479f7d3a5757d3c,c adae d
 Coder J,15fe757ea7531e1c,whtee ci
un Goat ,82dbc8418b06c583,coorp En
PanGu Ap,443ed5941e5d83e9,es rr wy
r CPM 2J,11fbb6e530970dd9,e  2   C
un GPTNe,12b6e81e75a71321,d is  EO
oX 20B A,5fdfbc49021c9c19,wonn aei
pr CodeG,55d41a66804a495d,rooo  rr
en Mar G,12895aeee9e05d1a,tioe  ft
alactica,93d9636fe4179a6f,tin t  a
 Nov GLM,95e1c62663554363,eadinnn 
 Oct OPT,b82ef52a0c67ce08,ly waewN
 UL2 May,4b1f647d26d5ba62,rrirumsl
 LLaMA F,957abc729a56b121,ttokeres
eb LLaMA,be990173983ff97c,azy y  i
 2Jul MP,086b091fd7a57c7a,tm  erev
T Jun Co,223b7b6e0c6786bd,urrbsgal
deT5 Cod,adf0477cd3641d85,aaa vkd 
e Llama ,37461220fa29326c,iaceimis
Aug Star,0c90b8fa25831bee,Mn bioeo
Coder Xu,f5e011399bf3059f,aue  tie
an Yuan ,a8188f86b64bc40f, e   ace
20 May 2,4d091656d86e676a,t0are  t
020 2021,6944cf65e27dea33,una I30p
 2022 20,d52840f77aa7f2a6,  3    W
23 2024m,40e0e056ff8cea24,i   en t
T5 Oct H,35c852e15632c4a2,ttesnari
yperCLOV,126eb89660457112,mcithW6f
A Sep ER,e48417446004d50d,aibeeee 
NIE 30 C,5bd077fb2983573a,u e woon
odex Jul,388cd53bae26b4e8,eaahn tm
 Jurassi,106b78b4993a0af9, nel rsF
c 1Aug Y,d665e8d2cb0637f8,ceriucnn
uan 10 O,1e489abd83708de7,n r  o e
ct Gophe,6c7296d9e6b3603b,   acett
r Dec ER,3b37ddb74f134757,    e pe
NIE 30 T,49fbf2d7b1796b2d,    0e1r
itan GLa,2b58699a4eb4b784,idt l t 
M LaMDA ,97e1fd746e9bfa9d,  ur uae
T0Oct Ch,dbdd1f95f8ca1f4c, sco ete
atGPT No,43d67e4792c3c85e,enm  ooo
v Sparro,44ae5fdd2ee3b66f,aas e ar
w Sep FL,0fc091958799e4d9,eraa    
AN UPaLM,b1d9ddf0e30084f0,ton    e
 Oct Bar,2626698196f1760d, fr   y 
d Oct MT,7ea5ce2dd9c18b8f,tieeonc1
NLG Jan ,913a6a4c08254a36,h a   u 
AlphaCod,2eb81eccbf031d34,2 atw el
e Feb Ch,089c4bf29abe7757,o  s yat
inchilla,662a6e071587dc14,bn  t mn
 Mar PaL,448b1578acfa8ca3,1xn  tte
M Apr UP,132600739bf86c1e,hurd srq
ALM Oct ,8f04333368ec98d6,llee  du
BLOOM No,5eb1b88599df7812,a lll e 
v AlexaT,77f17a2d442e7f9f,oaa  lss
M Aug  P,01e4e45a6b9d524c,   y aeD
aLM2 May,27ff6b927772896a, esin th
 GPT4 Pa,b6c30d09312f2695, onAe pt
nGu Mar ,b43563588aac5fe6,rJ tC y 
Bloomber,0559fab18d9c0a2a,e  aa hr
gGPT Cla,6f58836572e6c9bd,een  t n
ude Gemi,101c39fc78647a5a,O  ne dc
ni Dec F,09dd5e14ded6ea19,  an uu 
igure 2 ,f65eafe019047614,igure 2 
Chronolo,c0a9b61d45a08054,aan s B 
gical di,a2e2612e68552785,e t roll
splay of,7d646e4c85c81839,3g6Fli  
 LLM rel,80f80417e0957c9a,aninntpL
eases bl,a79d84accfdc2d3f,err ge  
ue cards,bcf692883cee0ac1,oooodm n
 represe,2a19d011aa872fb3,s  eee u
nt pretr,657b29bdec455c45,e  i ti 
ained mo,ca3959dffb59b917,ti jN oc
dels whi,f0167cf2e53608f2,blwnee  
le orang,da03ee01f7bf6d83,c  foobo
e cards ,1e0424f8e7be2031,sibochpe
correspo,f81dbba8c0cef946,correspo
nd to in,515015f724e9f598,i tlam u
structio,9af42edc3bfc4af4, eeomi  
ntuned m,6abf7a15f9fd495a,  f Rsr 
odels Mo,62e7b1466ccd15f4,ons  cmn
dels on ,7ab70f0354761fa2,oefnn he
the uppe,4b74723f1e08cc18, 2a r o 
r half s,0333118a8a665eb7,eL mBa1c
ignify o,805553b5e02eb294, o1thgei
pensourc,38b7de671a289d7d,  2 5   
e availa,679dc090c3aa22fc,go    le
bility w,cb94d9ad737ac4ad,ert fll 
hereas t,fa687541a9cfcdf0,aas   fu
hose on ,82ed3fde1cc2e2c3,noefceep
the bott,3dfc793a450bfca1,peee sln
om half ,d5b9ce67b68a5917,et  2r  
are clos,8e156a4c607a7892,  2cttf 
edsource,dbfc18354b75bd57,rbube  s
 The cha,425e142851167529, os  h w
rt illus,34af465b3d94f231,ec ddt o
trates t,3e68d669efa4c918,l  3e   
he incre,d7bda6b78f00e326, iePPent
asing tr,784833fbeb0109c9,iu coo r
end towa,98cec1243b0ea818,oncweeui
rds inst,87daee289367433f,0l t aaC
ruction ,15ea892103a15639,y ti   o
tuned mo,6df18d2127876fe5,suuuivvs
dels and,c528f8f88bed1e48, meej2pW
 opensou,36a7b7200fe6311c,ideenee 
rce mode,cf6c95ceb1244d58,n offsv 
ls highl,97e3a786011695c2,iOoensmt
ighting ,6c93c963a508e732,s aoeeer
the evol,82b7b444a7f07e26,ad thiss
ving lan,73f905161c304862,nsiiimra
dscape a,e429bc513055a03e,e  Om aL
nd trend,e0db6afcbeda64db,q   3 e 
s in nat,2f45faeaa732853a,sza1Na n
