Plaintext,Ciphertext
German t,24fa32a08fa791d8
ranslati,1205525d9939be6b
on task ,24273118f5a86cb1
improvin,2096397d41e58478
g over t,542a58c13e241113
he exist,bc3381f955d71503
ing best,c5c263bfcee58957
 results,ed7d30f9f83d66c0
 includi,b0f27f71a395b20a
ng ensem,73b75120c1526c33
bles by ,3813251ffcb3d4ff
over 2 B,5a18f1ff462a8db9
LEU On t,89986e9256835986
he WMT 2,6983fa4b5dc8fdf7
014 Engl,e4d12b1deb31dfd8
ishtoFre,c0a7d01b7a7043fb
nch tran,28ec96b0c35bdb6a
slation ,17c9213c6655b175
task our,88df5deaa2a2427b
 model e,43be0bc44afdf313
stablish,0131db672bfc0570
es a new,02ff2262a5948fa6
 singlem,e730d82f1bfa0e2d
odel sta,42698735e6f36e23
teofthea,ced5dae9a9b7d341
rt BLEU ,88aa0e7f74448b45
score of,468106c4c9350a38
 418 aft,e1d326d0d47eb008
er train,d4e75203071c41cb
ing for ,e5a3e1dd2b2dfad3
35 days ,e9ca339de8d11ce2
on eight,dc4fa66c1a1d4112
 GPUs a ,5a5bdd11e87c8745
small fr,beb5c4222dc30fa4
action o,17edc203f9184f4b
f the tr,1490c1872d480c46
aining c,c62f953c26363a96
osts of ,b585c97344bd1d67
the best,571ae55b72c2d05f
 models ,30d6cb55f00456bf
from the,b29ed981fdeed96b
 literat,0f302bd9d346a20d
ure We s,d16635c4b6567af6
how that,75e5061d9261538d
 the Tra,5991e5fb7f8e0564
nsformer,04405506256559e8
 general,1778341464d28e61
izes wel,9142dc4250fa15ee
l to oth,eac8bf4dfb466d36
er tasks,c7276dad8478b183
 by appl,275aea4434f398cf
ying it ,21d1a6ca52525818
successf,e3cb9fa7448b2393
ully to ,dc8d4f3ffd7caad3
English ,fb1a2d49f985150e
constitu,6c84c524dc3a8119
ency par,4acd094118f32132
sing bot,b48a9cfc922c8584
h with l,993266c2282b0fc1
arge and,cdbabb4fa21b8efd
 limited,03affebd19cb63bc
 trainin,20b87bc9e91f18a2
g data E,ea4d61af0a0c9d46
qual con,443c894eaa531ea0
tributio,839feafea04562bb
n Listin,cbfb8e07e7eccf1e
g order ,38032fabf9cf0866
is rando,e844b5ccf3a1ddee
m Jakob ,36c824a8cf40dfdf
proposed,a05069b13932f36d
 replaci,63cb6530806dd7a8
ng RNNs ,68fa995b15244ddf
with sel,220e307a4a12332d
fattenti,b3a59351a443e65a
on and s,efb8e40028b3d652
tarted t,76e3b6767dcb8dd8
he effor,36dbecf137d1e227
t to eva,8c28fdb4699bf5a5
luate th,2d29fd8f00ce962b
is idea ,2c47dd2f5714a516
Ashish w,92b3b48b1a78881e
ith Illi,38e94e0fc8fc7026
a design,55360270b04e7789
ed and i,04f75f49263170b3
mplement,0198e2a530c1ba84
ed the f,24f3c64c78beb206
irst Tra,2cc300e88c30679c
nsformer,04405506256559e8
 models ,30d6cb55f00456bf
and has ,0e762e2060af1d91
been cru,804cc8db73993e85
cially i,a66d712324fe67ca
nvolved ,83c600e69cb008af
in every,20950350f47d3cd9
 aspect ,1c6b29d84e345d6e
of this ,697a9df3d8a7b9d6
work Noa,edfa5aac5a59763c
m propos,0f9695d0f515f310
ed scale,cf19a73152932b6f
d dotpro,ffe4efde37ef11e8
duct att,82a804365afdf57b
ention m,5c5013adc594b5e7
ultihead,d914f2bf5cc14844
 attenti,8cf42d5150381f75
on and t,2688e9607c510894
he param,826b956d58e5f371
eterfree,82640741ee30a2e2
 positio,60313604fe5ffd1c
n repres,191dd11ddf13bdb4
entation,4beaab5931745c72
 and bec,f8ca0ed8211e86b7
ame the ,e0fffa2a3d2dce79
other pe,e80ec6b59582394b
rson inv,de9bcdb19eda1484
olved in,01fdb10c660b8e03
 nearly ,c78dc70daec7291b
every de,2791b7919d9c467a
tail Nik,e424972b769b687b
i design,f9c2b55c18767968
ed imple,6e9e75c62a9b577c
mented t,128747bc20473f52
uned and,a757e40c124951ca
 evaluat,ec642342e2ee23fd
ed count,eb1f2188c056cd44
less mod,12b27e3ee6d95805
el varia,2a16406ca35ede9c
nts in o,77275cef8377c209
ur origi,fff114eab5885eb2
nal code,5f5c05aab89111d2
base and,da6d9de633934142
 tensor2,64acb644b6cad47a
tensor L,6f30bb97dbf1e210
lion als,25898d2f839756f2
o experi,445e7e5c98fe14c6
mented w,a7ac44ffb1be5a24
ith nove,02984472dc35076c
l model ,842dab1a0bad70c1
variants,5df9d2a9e229c36a
 was res,b46dc1ba13116db9
ponsible,a49f3250a631372a
 for our,e9375e86e637478c
 initial,37621dd9e3e27325
 codebas,136735677bd56333
e and ef,80e5f6197dc5c9b1
ficient ,e021ffed08806b29
inferenc,a29572eaacc25ab0
e and vi,08e908509da75960
sualizat,059bf0b79ef872bf
ions Luk,5cb27f22135c7e81
asz and ,21aacf9d82fb8e50
Aidan sp,23d8c9d9b3555376
ent coun,d33579ae685b3b0f
tless lo,72a7c02e390782b3
ng days ,877945a4bfb800ef
designin,ec70f1b6dd3ff2dd
g variou,6dbf38fd403eef98
s parts ,83dbde3b0866c092
of and i,eb6581167835b395
mplement,0198e2a530c1ba84
ing tens,cefd9e1ec4e1203c
or2tenso,1797bc8f82bf2b76
r replac,e95debb980ed5ac5
ing our ,32df777c55bd7ad9
earlier ,63afd93595325e6f
codebase,8798e6c9cd736092
 greatly,9c3a1406871a57d6
 improvi,52cf330c4eae59f5
ng resul,b6261b6a447f5584
ts and m,d1613a6512153c17
assively,54db757cd4b75eba
 acceler,b6c1757f4a2882fa
ating ou,d94aa149e63bc110
r resear,bb6cc656f89cfd42
ch Work ,b98e5cee0f46b869
performe,f586dd6d14eba279
d while ,84b64774c91f7af0
at Googl,ade039bcea66fb8b
e Brain ,8ff213f4436dec2e
Work per,afe27dc35b92c18c
formed w,fb192683f70ca345
hile at ,290193e4d70abd7b
Google R,3626f18fc9164c6f
esearch ,cb1cb9410c436765
31st Con,adb2a0e1c80d0bec
ference ,a5f81f81874e77e8
on Neura,f3759c76274d2e13
l Inform,b67b937351694b61
ation Pr,2e8e42683d22b48d
ocessing,b71d348d121d2403
 Systems,676f5a2773cc606e
 NIPS 20,5dd96e6f8511f20a
17 Long ,957f64d82ca25f44
Beach CA,9c41f5ec826e13b5
 USAarXi,6622663e9b6c5df1
v1706037,8d49f78a07105e38
62v7  cs,ba610a0475c315cb
CL  2 Au,bd5367ec9f5ed793
g 20231 ,45aefef26a2861e2
Introduc,dc63347c8736e8a9
tion Rec,fef9e7e02b53ca5f
urrent n,bd064d4d38c2a4fe
eural ne,fa3354e79dd01c2a
tworks l,e4db4fcc86a3f1ba
ong shor,c0304fe344dd22fb
tterm me,f778ed297f437278
mory  13,b611a83e8ef08440
 and gat,bfd9bfcd83a6c33d
ed recur,20d67376f9301e07
rent  7 ,f5feed36f7e5d78b
neural n,9ad9f6b189fbd56c
etworks ,a2e670eb5cf7b95f
in parti,3eb934b64a8b86bc
cular ha,59c7e222abd285ee
ve been ,d5c45caea8696df0
firmly e,3f00740795c86634
stablish,0131db672bfc0570
ed as st,165ee466372631b2
ate of t,38970f364c5f7363
he art a,74571a088160e4da
pproache,dc6b1f4b7fdcc2d8
s in seq,919f601080d305bd
uence mo,fb7260605bab8825
deling a,e56c399aa05e9468
nd trans,73332c1c5a23bb90
duction ,e4180d3b9f847b9e
problems,2b3c98afdbcee446
 such as,2e83f871a8435d15
 languag,315d1da3847d3c47
e modeli,1009d18061a63a26
ng and m,c5795dbbe0d9d43f
achine t,e89f450f7f10a091
ranslati,1205525d9939be6b
on  3525,188787250cf11b3e
 Numerou,0c2ca26f97bd97cb
s effort,135b155813cfa480
s have s,15d541017a70afb4
ince con,9a4cc3fbb06f6c62
tinued t,40cad222cfaac379
o push t,8ec1c77331f00c98
he bound,807d505d13cf53b6
aries of,f88f8bb6562e036d
 recurre,6a568ac81eb37689
nt langu,4d32baab4b8a86f3
age mode,c4b6167223236d32
ls and e,213d1ef8c58bdc63
ncoderde,2c4f73d92e5c4c10
coder ar,618ab869ccb65dd2
chitectu,78436bd031274f13
res 38 2,3ca6cbe17ea35c35
4 15 Rec,4b9248477d29acf2
urrent m,cfd4e947457a2a82
odels ty,b96da5ce4ad49cf8
pically ,eb2de233c564d569
factor c,81d19aecc42f517f
omputati,2992709387fd676c
on along,f2a57560c51e5441
 the sym,8780fdba43ab140f
bol posi,cd8365472a720475
tions of,0c78fe808c6bcf20
 the inp,1235e7d0e135527d
ut and o,c848bb21e02c565c
utput se,7d1b7e47b8eaaadf
quences ,db0d891131ff5d58
Aligning,3bf49fdd865154fc
 the pos,adff78f9a6636ce5
itions t,72b0f9cc7976331e
o steps ,d34c5ac46fb1f003
in compu,9fde6872bd758631
tation t,a49fe2da93588a6d
ime they,f317df92f052a783
 generat,8d3ff3a78f6e8eb4
e a sequ,41b96822a77b59c1
ence of ,25344fbb024587c3
hidden s,5e78552e95b35a45
tates ht,9d6fd44a9e96a966
 as a fu,42357f8585a28a3a
nction o,2b903020af2e450b
f the pr,b9384e250114aa48
evious h,fde999ea7947ab4a
idden st,71fb514b5821e4ff
ate ht1a,ae1a0d28a5e48014
nd the i,0f9d5eef99ed2dce
nput for,97cd0e90d96cb6fa
 positio,60313604fe5ffd1c
n t This,f93420b41618e491
 inheren,b5133ef772eca51b
tly sequ,2134bb9c8b142e72
ential n,2c66796f242e72fd
ature pr,ad5a0e1782510a39
ecludes ,e858ce7974debda3
parallel,e145f0fd949bab7a
ization ,cb414a291434a5cf
within t,f350383e3d753357
raining ,a4357984cf819807
examples,4e73141a43c6b802
 which b,ab51c4bd1cbf232f
ecomes c,86725ad03167b3ab
ritical ,0f3c728fa7138aad
at longe,b7c96e0e8a7b0c7f
r sequen,546bc47b6827f8a9
ce lengt,4f724ff386fdd30d
hs as me,647c12e97d3d0a6f
mory con,7d41167bc7d6e564
straints,5c8bbf16bc6f9f58
 limit b,b0b2658672307370
atching ,161394b1ee7000b7
across e,d4994a8b478662aa
xamples ,dfcf9283e3bb4450
Recent w,823ecd295c89ff97
ork has ,e4c2f48e5040742d
achieved,c8cdf7bab6eaf9a7
 signifi,f4b05a137ae8e356
cant imp,cd334005735e137e
rovement,d0e1ed394437b490
s in com,5bcade29c8555d1e
putation,0bb926282f323a9c
al effic,5bf2408adc216507
iency th,7cefcb7254f6147b
rough fa,7a6e9fe194c3a1ae
ctorizat,d80df485cd68e3b8
ion tric,4a4ca2049056bacd
ks  21 a,7e968b0d18ec7e3f
nd condi,0ef134efb5632d32
tional c,7ee605c769b5a16d
omputati,2992709387fd676c
on  32 w,ba03a862f0b5e076
hile als,93fa014cf0cb9b23
o improv,ef63b3d6fe3d38d4
ing mode,075534074bcb740d
l perfor,87118ba3e38c518d
mance in,94956eae9e273c66
 case of,92eac0160aeeb587
 the lat,fb67478754d92475
ter The ,5e44f91f27036f46
fundamen,19f2c55282480f32
tal cons,5a8fe537a8b62897
traint o,308b42da29eed70f
f sequen,fa4b03a923e25594
tial com,cba14a00685c8a5a
putation,0bb926282f323a9c
 however,a458283c86adcaeb
 remains,bdd9d7202251488d
 Attenti,b8ce387d0fa02e28
on mecha,2d41462564e7e682
nisms ha,75ffc3da70eebaf1
ve becom,a5cc2fc2135eda4b
e an int,d624e37d0394cf4e
egral pa,20d215d8aed1240e
rt of co,a1474e1a0126bc37
mpelling,615ce8e231ceb95e
 sequenc,1eaffe5fbec16ac0
e modeli,1009d18061a63a26
ng and t,9ea437a3f2892918
ransduc ,6bb843e90be23144
tion mod,320232d11cefb2f6
els in v,6e5e3734d2b6c4c3
arious t,7612b89e6bf4731c
asks all,482aacf8a4f53220
owing mo,cd25cd0f0178ee77
deling o,ad7e93a6c275011d
f depend,b4cb3acb4b7d0752
encies w,13f835c7b03c5720
ithout r,a42f70177ac1b876
egard to,258985bb30243d49
 their d,09eb973cf9e3796d
istance ,f78bc040b4a9b3e2
in the i,9b41695aaa4c2aed
nput or ,592e7dfeeacb97f9
output s,14cf8114a883cb19
equences,34ad85eff319cc8f
  219 In,efe24d154a043549
 all but,e7d5f1c6835fadb2
 a few c,7abb562ed3f27a8b
ases  27,ed2c7057db8d3f69
 however,a458283c86adcaeb
 such at,cfaa1e0b2e01f0b9
tention ,0a9bceaf3409ec04
mechanis,2fa290bcb53cad56
ms are u,36a7bbab64f745e8
sed in c,99843d7fd19c7747
onjuncti,f1638ac27ab6e69b
on with ,c0ff379a6928373b
a recurr,57cdc2b92073b4b2
ent netw,bb2cf8ed1601f208
ork In t,dce83e688ab82bf6
his work,89b2a1c561cef7ae
 we prop,898a31657f81e15e
ose the ,96033df6b61af3d8
Transfor,8ed6453ef3b0a6fe
mer a mo,45ab0b78b530b328
del arch,f5d607ee2f62bf8b
itecture,4ac28b24516f7687
 eschewi,ec930e985dacf767
ng recur,daca431f5bea0668
rence an,663cb1ff751ef464
d instea,e32b23837d6b3f4b
d relyin,117297bec4caa92c
g entire,326ee975da878053
ly on an,cf322bbbbf211bfa
 attenti,8cf42d5150381f75
on mecha,2d41462564e7e682
nism to ,92d181410353cc84
draw glo,af0ea5f73137bcba
bal depe,49554d5dce5064ea
ndencies,4258f74281d0bf8c
 between,5432a46e593e8512
 input a,badce9e9caa3cafd
nd outpu,2fb6fcc9865901fb
t The Tr,6dc2978d52285074
ansforme,1ec1031801267634
r allows,5bfe481eb5c7df7e
 for sig,5055a05a559c6003
nificant,0f413e3e23ffe867
ly more ,b5ce651cba493972
parallel,e145f0fd949bab7a
ization ,cb414a291434a5cf
and can ,015adfba2fc4449c
reach a ,1172973423845003
new stat,dc6bb3f22ab968bf
e of the,556d3877853b2454
 art in ,e20d4974f71defe2
translat,622ae254cf578369
ion qual,8adaef076c94eb31
ity afte,7952180afc397b23
r being ,86b2c1d178e0000c
trained ,ddd8858b03af042b
for as l,9e36188a05232ffd
ittle as,d310a9e6b1b1ca15
 twelve ,86ce5e74fa86962b
hours on,c253fc5845270bb0
 eight P,35d68844367cd552
100 GPUs,8616df6e07488d0d
 2 Backg,79a546cf62d6b725
round Th,9862aa9f28587838
e goal o,83abef602bfe594b
f reduci,4d7269f58da5a309
ng seque,79a1e8793029ed8b
ntial co,5679f92fb17eb8d7
mputatio,3491cb25cbe0bedd
n also f,2c13420908a61113
orms the,f67d7317c4a6de24
 foundat,5cdce951a72df2b9
ion of t,c6fb16daccd73993
he Exten,18ce4b097de0ea27
ded Neur,6e676c86ad29a61e
al GPU 1,b32c52ac3cf545ed
6 ByteNe,d962a1955af65b8a
t  18 an,adeb8dbb4786e448
d ConvS2,c64b9e800cfe2714
S  9 all,bcceb776aaec46d7
 of whic,9bd634480a57f401
h use co,a83a6b12a9f4cd81
nvolutio,f8b1f109d30ef799
nal neur,c3d50a4901d1c9ab
al netwo,7c2b92a86947d19f
rks as b,a3ec2529d161dce8
asic bui,056f38ef3b407b4a
lding bl,b274fff991edcf08
ock comp,24779c8908dcabc3
uting hi,df7dff5152498994
dden rep,08684d9c7d9c8858
resentat,583c288afd578706
ions in ,d65b9ad31a85552a
parallel,e145f0fd949bab7a
 for all,5a111e9373f0932a
 input a,badce9e9caa3cafd
nd outpu,2fb6fcc9865901fb
t positi,483864a74af41afe
ons In t,ab1f9d31cf928a63
hese mod,891efcc36a16aec8
els the ,04580eb480bd8f0a
number o,e44b55bbe4cbb31d
f operat,ffba251f743a12d3
ions req,12a8c237369c4e2c
uired to,a8998b2b35c055c7
 relate ,fcc85e6a542d1a0e
signals ,d091387a956bb21f
from two,34b6f7222fee98f0
 arbitra,c84c81bbd3b07f5a
ry input,5e108f2adf9b1058
 or outp,e6917efdb1b38175
ut posit,586eacc811be38b5
ions gro,77f96eb81d9df734
ws in th,6eec83dbe38a671e
e distan,0b0946b648c4851a
ce betwe,ba98fee70688530a
en posit,2020b34c47fa18bb
ions lin,6435092cd540956b
early fo,2494e9de4dfdeae1
r ConvS2,863dcbd950f2af89
S and lo,dbf023c84d459944
garithmi,fa18998d2729a798
cally fo,149b3b19d800258e
r ByteNe,3e5a5e7bd92ad8a1
t This m,26fb1165d848bbd3
akes it ,fe3049d2957d7462
more dif,d1dc56cc716a2cce
ficult t,385bfca331bd4b27
o learn ,0fc0289ef46dc752
dependen,389fdbea52779bc8
cies bet,7565ef2baedf6a09
ween dis,dcc0bef1ec51212d
tant pos,f7c7b2c5c6ea87d7
itions  ,8e749d4104ac0f73
12 In th,05b3550f120930cc
e Transf,708f2ff482e167db
ormer th,860923f4dc8786c0
is is re,c253e8ccacde6f5d
duced to,7028b068a9a0a90d
 a const,8f753db10ab63a55
ant numb,b40f1b14ce067275
er of op,f527a314aca43d3c
erations,f3292ad055ff5321
 albeit ,d4a8c7ecfd7cbcd8
at the c,fc91bd6f8d97ab9a
ost of r,53203d50c9ed9452
educed e,79fa9aa497140795
ffective,9368a438c75bfebc
 resolut,e17bf2e0a31386c6
ion due ,5bd269e14faa662f
to avera,c2c362870c1ab2b3
ging att,37f8c6f0bdd2c4b5
entionwe,6f00edaa3cd50cad
ighted p,d3ac19ee00522449
ositions,16ced5e913ed1a5b
 an effe,2f45c633c7326036
ct we co,d86ae968e19f13f0
unteract,3a2bc8842ad48c59
 with Mu,093577ee782deb71
ltiHead ,1bc46c08c2581528
Attentio,be45301f9816ccf5
n as des,84e81587e20692e2
cribed i,f7202fe121c0080f
n sectio,6cd0de5bc9e56c6f
n 32 Sel,877cecce1d69478e
fattenti,b3a59351a443e65a
on somet,c10af5769f84bcb4
imes cal,0d16c2000bea7cdb
led intr,3150349279093f65
aattenti,323f59674c79da3b
on is an,498c9f4d8b713b66
 attenti,8cf42d5150381f75
on mecha,2d41462564e7e682
nism rel,773c2ee0de578398
ating di,82fb7c9757f24115
fferent ,daa09fa49f07e380
position,6dd9f7facb52beb8
s of a s,f2eaced24f94eced
ingle se,bffb49811a4f021d
quence i,f61325cdef39f303
n order ,9a5fb83672c4d422
to compu,69ecc18ae70e75d4
te a rep,201771c1a84b3047
resentat,583c288afd578706
ion of t,c6fb16daccd73993
he seque,3fbec3f4e2fb6130
nce Self,28d7615458fb1ab0
attentio,4016a87bc0155145
n has be,e0a4fbac1c51d711
en used ,024bb9b23ff306f3
successf,e3cb9fa7448b2393
ully in ,5bfc7e6a8e4c735e
a variet,066e0480cd0cccf6
y of tas,bbc47eaf7c4d3652
ks inclu,1f0701f82eb8c42a
ding rea,0383a7400a091bc2
ding com,b2387dada7c363be
prehensi,39136b823a5c8430
on abstr,33026c7ba7e26f85
active s,4e100d8b5a145603
ummariza,c2fdd0a45947b3e8
tion tex,d5abc0a46fa7007f
tual ent,3a5398cf3ffea6a9
ailment ,e87855fe0b06c79b
and lear,d600158d66c4914d
ning tas,bcdbad9ffb77c6f7
kindepen,cc60395ec68d7fd7
dent sen,e230b31e10a41961
tence re,703981782a903b04
presenta,9a123d6da70072e8
tions 4 ,64512287ec309023
27 28 22,5914ada87fb476f6
 Endtoen,f344fe1cb7e9da4c
d memory,aac92e7f7a1be167
 network,acb920a625a29fc9
s are ba,5d5a520dd4a14cce
sed on a,47fba9a768200279
 recurre,6a568ac81eb37689
nt atten,9a9ab6641b336b36
tion mec,cb752abe30f15c18
hanism i,43abf53a0f047205
nstead o,27fc521326e91a34
f sequen,fa4b03a923e25594
ce align,515a925fce5a1d08
ed recur,20d67376f9301e07
rence an,663cb1ff751ef464
d have b,4fb835f39ddb49c4
een show,46c8cf03c9a77e5f
n to per,581b4bb325af73c4
form wel,19d968ec16b0821e
l on sim,8d2533aefff380ff
plelangu,e50be15050b97a79
age ques,35eb420553d0e8d5
tion ans,8696fecd782a90a5
wering a,6356c37b702e0fd1
nd langu,5eca94b18d0ccbb2
age mode,c4b6167223236d32
ling tas,bcd0c31fbcd5f977
ks 34 To,df36139d1b4c4773
 the bes,e57cf6eb9f8a463c
t of our,f60ddeb30235e456
 knowled,5bff4a89eb23aacd
ge howev,30931fb434f81d34
er the T,5f4ca0e7a14bdd0f
ransform,c519699c89d47962
er is th,bbfa53af977c6fb7
e first ,a36eafb7e6e89cf0
transduc,39bf1859f2c30d9c
tion mod,320232d11cefb2f6
el relyi,ad9fe22e916432ef
ng entir,7c867f02a0ffce3f
ely on s,aac65f06815e5930
elfatten,963defb514872b9c
tion to ,73c6318d40da2604
compute ,814b272f3089f2eb
represen,9a9494cf7359cfdf
tations ,058b4862dab31db2
of its i,3edbbd9e72ba8897
nput and,4abb93c7878fe64f
 output ,91fe0a8d5b9bef9e
without ,4a2174bc0b168efe
using se,2420f59bd1bfc33c
quence a,9c21a038233c6136
ligned R,70a3716d1de21f3c
NNs or c,9971852ac6a5a58b
onvoluti,5862843d3eb6de6c
on In th,50b24e4523f87a4c
e follow,71992e858bebff7d
ing sect,061b0df6c31528e4
ions we ,81b4a9781b1fda94
will des,33c5791a81b789a6
cribe th,50e605c28535cbc4
e Transf,708f2ff482e167db
ormer mo,f77dbd6d5f79736d
tivate s,2e55392a2686eff5
elfatten,963defb514872b9c
tion and,a4e02699ec033d02
 discuss,5dd9119af181a91f
 its adv,9930ce14d1824092
antages ,e8e2dc8f9df3d41b
over mod,089e3d47b36ec16c
els such,95552cc226076ceb
 as 17 1,fe99a763df0eb483
8 and 9 ,5225c28d12b9e9fe
3 Model ,524b1f0947f00e19
Architec,8e820953b6c4269a
ture Mos,edd48920663d714c
t compet,ced9d6efbb2cb6a7
itive ne,36888bfa5be71468
ural seq,541f0d223d31ae29
uence tr,9d98a26c0fd8b8c0
ansducti,84a213d863f96160
on model,fe4f179fd6178e2f
s have a,325639a0d3937af2
n encode,a6fa98fb9f8fea62
rdecoder,e6362ec3fa2570d7
